InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateTime,IsCancelled,IsProduct
559106,M,Manual,2,7/6/11 11:10,7.95,15889.0,United Kingdom,2011-07-06 11:10:00,False,False
559107,M,Manual,1,7/6/11 11:22,2.95,15334.0,United Kingdom,2011-07-06 11:22:00,False,False
559134,POST,POSTAGE,5,7/6/11 13:14,18.0,12700.0,France,2011-07-06 13:14:00,False,False
559135,POST,POSTAGE,1,7/6/11 13:18,28.0,12455.0,Spain,2011-07-06 13:18:00,False,False
559162,DOT,DOTCOM POSTAGE,1,7/6/11 16:29,231.61,,United Kingdom,2011-07-06 16:29:00,False,False
559163,DOT,DOTCOM POSTAGE,1,7/6/11 16:33,240.41,,United Kingdom,2011-07-06 16:33:00,False,False
559173,POST,POSTAGE,2,7/7/11 10:03,28.0,12540.0,Spain,2011-07-07 10:03:00,False,False
559295,POST,POSTAGE,2,7/7/11 12:32,15.0,12362.0,Belgium,2011-07-07 12:32:00,False,False
559298,POST,POSTAGE,6,7/7/11 12:38,18.0,12471.0,Germany,2011-07-07 12:38:00,False,False
559316,POST,POSTAGE,1,7/7/11 13:54,18.0,12647.0,Germany,2011-07-07 13:54:00,False,False
559337,DOT,DOTCOM POSTAGE,1,7/7/11 16:27,298.31,,United Kingdom,2011-07-07 16:27:00,False,False
559338,DOT,DOTCOM POSTAGE,1,7/7/11 16:30,296.61,,United Kingdom,2011-07-07 16:30:00,False,False
559362,POST,POSTAGE,3,7/8/11 8:43,18.0,12635.0,Germany,2011-07-08 08:43:00,False,False
559418,POST,POSTAGE,3,7/8/11 11:36,18.0,12681.0,France,2011-07-08 11:36:00,False,False
559421,POST,POSTAGE,1,7/8/11 11:55,18.0,12648.0,Germany,2011-07-08 11:55:00,False,False
559422,POST,POSTAGE,2,7/8/11 12:00,18.0,12553.0,France,2011-07-08 12:00:00,False,False
559441,POST,POSTAGE,2,7/8/11 12:22,18.0,12583.0,France,2011-07-08 12:22:00,False,False
559488,DOT,DOTCOM POSTAGE,1,7/8/11 13:52,191.67,,United Kingdom,2011-07-08 13:52:00,False,False
559489,DOT,DOTCOM POSTAGE,1,7/8/11 13:52,69.0,,United Kingdom,2011-07-08 13:52:00,False,False
559490,DOT,DOTCOM POSTAGE,1,7/8/11 13:53,3.29,,United Kingdom,2011-07-08 13:53:00,False,False
559491,DOT,DOTCOM POSTAGE,1,7/8/11 13:53,164.54,,United Kingdom,2011-07-08 13:53:00,False,False
559492,DOT,DOTCOM POSTAGE,1,7/8/11 13:53,56.04,,United Kingdom,2011-07-08 13:53:00,False,False
559493,DOT,DOTCOM POSTAGE,1,7/8/11 13:53,166.96,,United Kingdom,2011-07-08 13:53:00,False,False
559494,DOT,DOTCOM POSTAGE,1,7/8/11 13:54,69.92,,United Kingdom,2011-07-08 13:54:00,False,False
559496,DOT,DOTCOM POSTAGE,1,7/8/11 13:54,19.75,,United Kingdom,2011-07-08 13:54:00,False,False
559497,DOT,DOTCOM POSTAGE,1,7/8/11 13:54,142.29,,United Kingdom,2011-07-08 13:54:00,False,False
559504,M,Manual,2,7/8/11 15:16,0.79,15920.0,United Kingdom,2011-07-08 15:16:00,False,False
559506,DOT,DOTCOM POSTAGE,1,7/8/11 15:17,319.82,,United Kingdom,2011-07-08 15:17:00,False,False
559511,M,Manual,3,7/8/11 15:31,0.79,15920.0,United Kingdom,2011-07-08 15:31:00,False,False
559514,DOT,DOTCOM POSTAGE,1,7/8/11 15:57,57.67,,United Kingdom,2011-07-08 15:57:00,False,False
559515,DOT,DOTCOM POSTAGE,1,7/8/11 15:58,36.17,,United Kingdom,2011-07-08 15:58:00,False,False
559517,DOT,DOTCOM POSTAGE,1,7/8/11 16:11,16.42,,United Kingdom,2011-07-08 16:11:00,False,False
559518,DOT,DOTCOM POSTAGE,1,7/8/11 16:11,92.88,,United Kingdom,2011-07-08 16:11:00,False,False
559535,M,Manual,1,7/10/11 12:16,3.75,17841.0,United Kingdom,2011-07-10 12:16:00,False,False
559535,M,Manual,1,7/10/11 12:16,0.85,17841.0,United Kingdom,2011-07-10 12:16:00,False,False
559536,M,Manual,2,7/10/11 12:17,0.85,16283.0,United Kingdom,2011-07-10 12:17:00,False,False
559607,POST,POSTAGE,5,7/11/11 11:39,18.0,12681.0,France,2011-07-11 11:39:00,False,False
559672,M,Manual,4,7/11/11 14:04,0.39,14796.0,United Kingdom,2011-07-11 14:04:00,False,False
559674,M,Manual,3,7/11/11 14:16,0.42,15856.0,United Kingdom,2011-07-11 14:16:00,False,False
559680,POST,POSTAGE,2,7/11/11 14:47,50.0,12717.0,Greece,2011-07-11 14:47:00,False,False
559685,POST,POSTAGE,1,7/11/11 15:22,18.0,12599.0,France,2011-07-11 15:22:00,False,False
559693,DOT,DOTCOM POSTAGE,1,7/11/11 16:21,275.11,,United Kingdom,2011-07-11 16:21:00,False,False
559699,POST,POSTAGE,1,7/12/11 8:52,18.0,12682.0,France,2011-07-12 08:52:00,False,False
559704,POST,POSTAGE,4,7/12/11 9:54,18.0,12669.0,France,2011-07-12 09:54:00,False,False
559707,POST,POSTAGE,2,7/12/11 10:04,40.0,12358.0,Austria,2011-07-12 10:04:00,False,False
559710,POST,POSTAGE,1,7/12/11 10:25,18.0,12474.0,Germany,2011-07-12 10:25:00,False,False
559799,DOT,DOTCOM POSTAGE,1,7/12/11 13:46,23.0,,United Kingdom,2011-07-12 13:46:00,False,False
559800,DOT,DOTCOM POSTAGE,1,7/12/11 13:46,34.5,,United Kingdom,2011-07-12 13:46:00,False,False
559801,DOT,DOTCOM POSTAGE,1,7/12/11 13:46,90.42,,United Kingdom,2011-07-12 13:46:00,False,False
559802,DOT,DOTCOM POSTAGE,1,7/12/11 13:48,175.88,,United Kingdom,2011-07-12 13:48:00,False,False
559816,DOT,DOTCOM POSTAGE,1,7/12/11 16:11,375.64,,United Kingdom,2011-07-12 16:11:00,False,False
559817,DOT,DOTCOM POSTAGE,1,7/12/11 16:20,169.55,,United Kingdom,2011-07-12 16:20:00,False,False
559819,POST,POSTAGE,1,7/12/11 16:58,18.0,12682.0,France,2011-07-12 16:58:00,False,False
559835,POST,POSTAGE,1,7/13/11 10:08,15.0,13509.0,United Kingdom,2011-07-13 10:08:00,False,False
559862,POST,POSTAGE,4,7/13/11 10:30,28.0,12782.0,Portugal,2011-07-13 10:30:00,False,False
559889,POST,POSTAGE,1,7/13/11 11:48,145.0,12678.0,France,2011-07-13 11:48:00,False,False
559890,POST,POSTAGE,1,7/13/11 11:58,15.0,12464.0,Belgium,2011-07-13 11:58:00,False,False
559899,POST,POSTAGE,3,7/13/11 12:24,18.0,12528.0,Germany,2011-07-13 12:24:00,False,False
559914,DOT,DOTCOM POSTAGE,1,7/13/11 15:13,198.75,,United Kingdom,2011-07-13 15:13:00,False,False
559923,DCGSSBOY,BOYS PARTY BAG,20,7/13/11 16:07,3.29,,United Kingdom,2011-07-13 16:07:00,False,False
559923,DOT,DOTCOM POSTAGE,1,7/13/11 16:07,240.67,,United Kingdom,2011-07-13 16:07:00,False,False
559928,POST,POSTAGE,8,7/14/11 8:52,40.0,12405.0,Finland,2011-07-14 08:52:00,False,False
559945,M,Manual,1,7/14/11 10:24,18.0,17396.0,United Kingdom,2011-07-14 10:24:00,False,False
559987,POST,POSTAGE,5,7/14/11 12:12,18.0,12619.0,Germany,2011-07-14 12:12:00,False,False
559988,M,Manual,1,7/14/11 12:17,0.42,15402.0,United Kingdom,2011-07-14 12:17:00,False,False
560041,C2,CARRIAGE,1,7/14/11 14:46,50.0,14156.0,EIRE,2011-07-14 14:46:00,False,False
560090,DOT,DOTCOM POSTAGE,1,7/14/11 16:46,255.83,,United Kingdom,2011-07-14 16:46:00,False,False
560119,POST,POSTAGE,2,7/15/11 10:21,40.0,12815.0,Poland,2011-07-15 10:21:00,False,False
560162,M,Manual,1,7/15/11 11:21,10.0,,United Kingdom,2011-07-15 11:21:00,False,False
560187,POST,POSTAGE,1,7/15/11 12:05,550.94,17444.0,Canada,2011-07-15 12:05:00,False,False
560202,POST,POSTAGE,4,7/15/11 13:10,18.0,12712.0,Germany,2011-07-15 13:10:00,False,False
560209,M,Manual,1,7/15/11 14:05,0.39,15004.0,United Kingdom,2011-07-15 14:05:00,False,False
560211,POST,POSTAGE,3,7/15/11 14:34,18.0,12621.0,Germany,2011-07-15 14:34:00,False,False
560225,DOT,DOTCOM POSTAGE,1,7/15/11 16:27,377.33,,United Kingdom,2011-07-15 16:27:00,False,False
560228,M,Manual,10,7/15/11 17:29,0.85,17750.0,United Kingdom,2011-07-15 17:29:00,False,False
560230,POST,POSTAGE,2,7/17/11 10:53,18.0,12600.0,Germany,2011-07-17 10:53:00,False,False
560272,POST,POSTAGE,1,7/17/11 14:56,18.0,12691.0,France,2011-07-17 14:56:00,False,False
560290,DOT,DOTCOM POSTAGE,1,7/18/11 10:17,82.21,,United Kingdom,2011-07-18 10:17:00,False,False
560291,DOT,DOTCOM POSTAGE,1,7/18/11 10:17,120.17,,United Kingdom,2011-07-18 10:17:00,False,False
560292,DOT,DOTCOM POSTAGE,1,7/18/11 10:19,88.83,,United Kingdom,2011-07-18 10:19:00,False,False
560293,DOT,DOTCOM POSTAGE,1,7/18/11 10:20,153.92,,United Kingdom,2011-07-18 10:20:00,False,False
560294,DOT,DOTCOM POSTAGE,1,7/18/11 10:20,49.46,,United Kingdom,2011-07-18 10:20:00,False,False
560296,DOT,DOTCOM POSTAGE,1,7/18/11 10:21,135.13,,United Kingdom,2011-07-18 10:21:00,False,False
560298,DOT,DOTCOM POSTAGE,1,7/18/11 10:26,177.96,,United Kingdom,2011-07-18 10:26:00,False,False
560363,POST,POSTAGE,1,7/18/11 12:05,18.0,12589.0,France,2011-07-18 12:05:00,False,False
560373,M,Manual,1,7/18/11 12:30,4287.63,,United Kingdom,2011-07-18 12:30:00,False,False
560411,M,Manual,1,7/18/11 14:29,550.64,,United Kingdom,2011-07-18 14:29:00,False,False
560413,M,Manual,1,7/18/11 14:33,550.64,13564.0,United Kingdom,2011-07-18 14:33:00,False,False
560419,M,Manual,1,7/18/11 15:03,717.23,,United Kingdom,2011-07-18 15:03:00,False,False
560421,M,Manual,1,7/18/11 15:13,1592.49,,United Kingdom,2011-07-18 15:13:00,False,False
560431,M,Manual,1,7/18/11 15:23,611.86,,United Kingdom,2011-07-18 15:23:00,False,False
560433,DOT,DOTCOM POSTAGE,1,7/18/11 15:49,188.15,,United Kingdom,2011-07-18 15:49:00,False,False
560434,DOT,DOTCOM POSTAGE,1,7/18/11 15:56,323.05,,United Kingdom,2011-07-18 15:56:00,False,False
560438,M,Manual,1,7/18/11 16:06,294.92,,United Kingdom,2011-07-18 16:06:00,False,False
560439,M,Manual,1,7/18/11 16:08,705.45,,United Kingdom,2011-07-18 16:08:00,False,False
560452,POST,POSTAGE,1,7/19/11 9:51,18.0,12682.0,France,2011-07-19 09:51:00,False,False
560534,C2,CARRIAGE,1,7/19/11 12:10,50.0,14911.0,EIRE,2011-07-19 12:10:00,False,False
560545,POST,POSTAGE,1,7/19/11 12:38,18.0,12569.0,Germany,2011-07-19 12:38:00,False,False
560549,POST,POSTAGE,2,7/19/11 12:43,40.0,12664.0,Finland,2011-07-19 12:43:00,False,False
560566,POST,POSTAGE,2,7/19/11 13:45,18.0,12662.0,Germany,2011-07-19 13:45:00,False,False
560569,POST,POSTAGE,3,7/19/11 14:04,18.0,12480.0,Germany,2011-07-19 14:04:00,False,False
560573,M,Manual,1,7/19/11 14:47,112.35,,United Kingdom,2011-07-19 14:47:00,False,False
560575,M,Manual,1,7/19/11 14:58,106.4,,United Kingdom,2011-07-19 14:58:00,False,False
560579,M,Manual,12,7/19/11 15:13,0.42,15867.0,United Kingdom,2011-07-19 15:13:00,False,False
560607,POST,POSTAGE,3,7/20/11 10:15,28.0,12510.0,Spain,2011-07-20 10:15:00,False,False
560635,POST,POSTAGE,3,7/20/11 10:51,18.0,12521.0,Germany,2011-07-20 10:51:00,False,False
560651,M,Manual,1,7/20/11 11:38,451.42,15802.0,United Kingdom,2011-07-20 11:38:00,False,False
560658,M,Manual,1,7/20/11 11:42,451.42,,United Kingdom,2011-07-20 11:42:00,False,False
560710,POST,POSTAGE,1,7/20/11 12:51,15.0,14646.0,Netherlands,2011-07-20 12:51:00,False,False
560728,POST,POSTAGE,2,7/20/11 14:38,18.0,12520.0,Germany,2011-07-20 14:38:00,False,False
560755,DOT,DOTCOM POSTAGE,1,7/20/11 16:00,0.35,,United Kingdom,2011-07-20 16:00:00,False,False
560772,DOT,DOTCOM POSTAGE,1,7/20/11 16:12,268.05,,United Kingdom,2011-07-20 16:12:00,False,False
560773,DOT,DOTCOM POSTAGE,1,7/20/11 16:17,252.11,,United Kingdom,2011-07-20 16:17:00,False,False
560777,DOT,DOTCOM POSTAGE,1,7/21/11 9:30,79.0,,United Kingdom,2011-07-21 09:30:00,False,False
560778,DOT,DOTCOM POSTAGE,1,7/21/11 9:30,79.83,,United Kingdom,2011-07-21 09:30:00,False,False
560779,DOT,DOTCOM POSTAGE,1,7/21/11 9:30,178.71,,United Kingdom,2011-07-21 09:30:00,False,False
560780,DOT,DOTCOM POSTAGE,1,7/21/11 9:31,233.04,,United Kingdom,2011-07-21 09:31:00,False,False
560783,POST,POSTAGE,4,7/21/11 10:24,15.0,15108.0,European Community,2011-07-21 10:24:00,False,False
560876,POST,POSTAGE,6,7/21/11 15:14,18.0,12626.0,Germany,2011-07-21 15:14:00,False,False
560900,M,Manual,1,7/21/11 17:33,2.95,,United Kingdom,2011-07-21 17:33:00,False,False
560901,POST,POSTAGE,7,7/21/11 17:39,18.0,12476.0,Germany,2011-07-21 17:39:00,False,False
560916,C2,CARRIAGE,1,7/21/11 18:19,50.0,14911.0,EIRE,2011-07-21 18:19:00,False,False
560922,C2,CARRIAGE,1,7/21/11 19:34,50.0,14911.0,EIRE,2011-07-21 19:34:00,False,False
560926,DOT,DOTCOM POSTAGE,1,7/22/11 9:20,356.7,,United Kingdom,2011-07-22 09:20:00,False,False
560991,POST,POSTAGE,3,7/22/11 13:29,40.0,12438.0,Norway,2011-07-22 13:29:00,False,False
560997,POST,POSTAGE,4,7/22/11 13:59,18.0,12627.0,Germany,2011-07-22 13:59:00,False,False
561029,POST,POSTAGE,2,7/24/11 11:25,18.0,12490.0,France,2011-07-24 11:25:00,False,False
561037,POST,POSTAGE,3,7/24/11 11:55,18.0,12472.0,Germany,2011-07-24 11:55:00,False,False
561057,POST,POSTAGE,1,7/24/11 13:18,2.9,17935.0,United Kingdom,2011-07-24 13:18:00,False,False
561090,DOT,DOTCOM POSTAGE,1,7/25/11 9:55,53.54,,United Kingdom,2011-07-25 09:55:00,False,False
561091,DOT,DOTCOM POSTAGE,1,7/25/11 9:55,75.79,,United Kingdom,2011-07-25 09:55:00,False,False
561093,POST,POSTAGE,6,7/25/11 10:01,28.0,12540.0,Spain,2011-07-25 10:01:00,False,False
561094,POST,POSTAGE,2,7/25/11 10:04,18.0,12474.0,Germany,2011-07-25 10:04:00,False,False
561102,POST,POSTAGE,1,7/25/11 11:17,18.0,12412.0,Denmark,2011-07-25 11:17:00,False,False
561116,POST,POSTAGE,5,7/25/11 12:22,40.0,13520.0,Switzerland,2011-07-25 12:22:00,False,False
561209,DCGSSBOY,BOYS PARTY BAG,2,7/25/11 16:57,1.25,,United Kingdom,2011-07-25 16:57:00,False,False
561209,DCGSSGIRL,GIRLS PARTY BAG,5,7/25/11 16:57,1.25,,United Kingdom,2011-07-25 16:57:00,False,False
561209,DOT,DOTCOM POSTAGE,1,7/25/11 16:57,299.72,,United Kingdom,2011-07-25 16:57:00,False,False
561214,DOT,DOTCOM POSTAGE,1,7/25/11 17:00,135.08,,United Kingdom,2011-07-25 17:00:00,False,False
561216,POST,POSTAGE,8,7/25/11 17:04,15.0,14606.0,United Kingdom,2011-07-25 17:04:00,False,False
561217,DOT,DOTCOM POSTAGE,1,7/25/11 17:09,234.63,,United Kingdom,2011-07-25 17:09:00,False,False
561218,DOT,DOTCOM POSTAGE,1,7/25/11 17:11,162.95,,United Kingdom,2011-07-25 17:11:00,False,False
561226,PADS,PADS TO MATCH ALL CUSHIONS,1,7/26/11 10:13,0.001,15618.0,United Kingdom,2011-07-26 10:13:00,False,False
561245,DOT,DOTCOM POSTAGE,1,7/26/11 11:27,6.58,,United Kingdom,2011-07-26 11:27:00,False,False
561249,DCGS0073,ebay,-4,7/26/11 11:51,0.0,,United Kingdom,2011-07-26 11:51:00,False,False
561250,DCGS0071,,-2,7/26/11 11:51,0.0,,United Kingdom,2011-07-26 11:51:00,False,False
561251,DCGS0070,,-8,7/26/11 11:51,0.0,,United Kingdom,2011-07-26 11:51:00,False,False
561252,DCGS0069,ebay,-5,7/26/11 11:52,0.0,,United Kingdom,2011-07-26 11:52:00,False,False
561253,DCGS0068,ebay,-10,7/26/11 11:52,0.0,,United Kingdom,2011-07-26 11:52:00,False,False
561254,DCGS0067,ebay,-11,7/26/11 11:52,0.0,,United Kingdom,2011-07-26 11:52:00,False,False
561255,DCGS0066P,,-3,7/26/11 11:52,0.0,,United Kingdom,2011-07-26 11:52:00,False,False
561256,DCGS0003,ebay,-7,7/26/11 11:53,0.0,,United Kingdom,2011-07-26 11:53:00,False,False
561257,C2,CARRIAGE,1,7/26/11 12:00,50.0,14911.0,EIRE,2011-07-26 12:00:00,False,False
561368,POST,POSTAGE,1,7/26/11 16:00,36.5,14866.0,United Kingdom,2011-07-26 16:00:00,False,False
561369,DOT,DOTCOM POSTAGE,1,7/26/11 16:22,151.61,,United Kingdom,2011-07-26 16:22:00,False,False
561371,DOT,DOTCOM POSTAGE,1,7/26/11 16:25,122.99,,United Kingdom,2011-07-26 16:25:00,False,False
561372,POST,POSTAGE,1,7/26/11 16:27,13.31,,United Kingdom,2011-07-26 16:27:00,False,False
561468,POST,POSTAGE,5,7/27/11 13:00,18.0,12709.0,Germany,2011-07-27 13:00:00,False,False
561470,POST,POSTAGE,1,7/27/11 13:14,18.0,12523.0,France,2011-07-27 13:14:00,False,False
561507,POST,POSTAGE,7,7/27/11 14:21,15.0,12397.0,Belgium,2011-07-27 14:21:00,False,False
561513,gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,1,7/27/11 15:12,33.33,,United Kingdom,2011-07-27 15:12:00,False,False
561513,DOT,DOTCOM POSTAGE,1,7/27/11 15:12,114.62,,United Kingdom,2011-07-27 15:12:00,False,False
561515,DOT,DOTCOM POSTAGE,1,7/27/11 15:16,133.3,,United Kingdom,2011-07-27 15:16:00,False,False
561583,POST,POSTAGE,3,7/28/11 10:33,18.0,13813.0,Germany,2011-07-28 10:33:00,False,False
561631,C2,CARRIAGE,1,7/28/11 14:27,50.0,14911.0,EIRE,2011-07-28 14:27:00,False,False
561651,DOT,DOTCOM POSTAGE,1,7/28/11 15:36,180.5,,United Kingdom,2011-07-28 15:36:00,False,False
561662,POST,POSTAGE,2,7/28/11 16:28,15.0,12407.0,Belgium,2011-07-28 16:28:00,False,False
561667,C2,CARRIAGE,1,7/28/11 17:00,50.0,,EIRE,2011-07-28 17:00:00,False,False
561669,POST,POSTAGE,6,7/28/11 17:09,28.0,12507.0,Spain,2011-07-28 17:09:00,False,False
561795,POST,POSTAGE,3,7/29/11 13:28,18.0,12716.0,France,2011-07-29 13:28:00,False,False
561820,DOT,DOTCOM POSTAGE,1,7/29/11 16:00,185.66,,United Kingdom,2011-07-29 16:00:00,False,False
561885,M,Manual,2,7/31/11 13:13,4.95,15532.0,United Kingdom,2011-07-31 13:13:00,False,False
561890,POST,POSTAGE,2,7/31/11 14:17,40.0,12697.0,Sweden,2011-07-31 14:17:00,False,False
561894,M,Manual,1,7/31/11 15:00,0.08,14456.0,United Kingdom,2011-07-31 15:00:00,False,False
561894,M,Manual,36,7/31/11 15:00,0.08,14456.0,United Kingdom,2011-07-31 15:00:00,False,False
561898,POST,POSTAGE,7,7/31/11 15:25,40.0,12456.0,Switzerland,2011-07-31 15:25:00,False,False
561902,M,Manual,1,7/31/11 15:50,30.0,17404.0,Sweden,2011-07-31 15:50:00,False,False
561911,POST,POSTAGE,6,8/1/11 10:26,18.0,12534.0,Germany,2011-08-01 10:26:00,False,False
561916,M,Manual,1,8/1/11 11:44,0.0,15581.0,United Kingdom,2011-08-01 11:44:00,False,False
561916,M,Manual,1,8/1/11 11:44,250.0,15581.0,United Kingdom,2011-08-01 11:44:00,False,False
562024,DOT,DOTCOM POSTAGE,1,8/1/11 16:07,142.94,,United Kingdom,2011-08-01 16:07:00,False,False
562034,POST,POSTAGE,6,8/2/11 9:14,15.0,12449.0,Belgium,2011-08-02 09:14:00,False,False
562035,POST,POSTAGE,2,8/2/11 9:29,18.0,12627.0,Germany,2011-08-02 09:29:00,False,False
562037,POST,POSTAGE,3,8/2/11 9:34,15.0,13023.0,United Kingdom,2011-08-02 09:34:00,False,False
562038,POST,POSTAGE,1,8/2/11 9:35,18.0,12633.0,Germany,2011-08-02 09:35:00,False,False
562047,POST,POSTAGE,1,8/2/11 10:38,4.95,17788.0,United Kingdom,2011-08-02 10:38:00,False,False
562113,DOT,DOTCOM POSTAGE,1,8/2/11 16:11,150.59,,United Kingdom,2011-08-02 16:11:00,False,False
562114,DOT,DOTCOM POSTAGE,1,8/2/11 16:14,119.51,,United Kingdom,2011-08-02 16:14:00,False,False
562207,POST,POSTAGE,9,8/3/11 12:56,15.0,12643.0,France,2011-08-03 12:56:00,False,False
562264,DOT,DOTCOM POSTAGE,1,8/3/11 16:14,133.06,,United Kingdom,2011-08-03 16:14:00,False,False
562273,POST,POSTAGE,6,8/4/11 9:55,28.0,12502.0,Spain,2011-08-04 09:55:00,False,False
562274,POST,POSTAGE,2,8/4/11 10:00,40.0,12704.0,Finland,2011-08-04 10:00:00,False,False
562275,POST,POSTAGE,2,8/4/11 10:04,18.0,12689.0,France,2011-08-04 10:04:00,False,False
562287,POST,POSTAGE,1,8/4/11 11:07,28.0,12455.0,Spain,2011-08-04 11:07:00,False,False
562347,M,Manual,1,8/4/11 12:22,0.42,13263.0,United Kingdom,2011-08-04 12:22:00,False,False
562370,POST,POSTAGE,4,8/4/11 14:20,18.0,12626.0,Germany,2011-08-04 14:20:00,False,False
562417,DOT,DOTCOM POSTAGE,1,8/4/11 16:32,141.5,,United Kingdom,2011-08-04 16:32:00,False,False
562420,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,8/4/11 16:38,16.67,,United Kingdom,2011-08-04 16:38:00,False,False
562420,DOT,DOTCOM POSTAGE,1,8/4/11 16:38,170.98,,United Kingdom,2011-08-04 16:38:00,False,False
562435,POST,POSTAGE,2,8/4/11 17:51,18.0,12693.0,Germany,2011-08-04 17:51:00,False,False
562445,POST,POSTAGE,3,8/4/11 18:51,18.0,12417.0,Belgium,2011-08-04 18:51:00,False,False
562450,POST,POSTAGE,3,8/5/11 8:40,18.0,12562.0,France,2011-08-05 08:40:00,False,False
562460,M,Manual,6,8/5/11 11:19,0.85,17841.0,United Kingdom,2011-08-05 11:19:00,False,False
562520,POST,POSTAGE,1,8/5/11 12:38,18.0,12599.0,France,2011-08-05 12:38:00,False,False
562527,POST,POSTAGE,2,8/5/11 13:49,18.0,12647.0,Germany,2011-08-05 13:49:00,False,False
562528,POST,POSTAGE,4,8/5/11 13:52,28.0,12610.0,Italy,2011-08-05 13:52:00,False,False
562537,POST,POSTAGE,5,8/5/11 15:02,18.0,12517.0,Germany,2011-08-05 15:02:00,False,False
562553,DOT,DOTCOM POSTAGE,1,8/5/11 16:34,214.11,,United Kingdom,2011-08-05 16:34:00,False,False
562600,POST,POSTAGE,1,8/8/11 10:01,40.0,12676.0,Sweden,2011-08-08 10:01:00,False,False
562605,POST,POSTAGE,2,8/8/11 10:59,18.0,12530.0,Germany,2011-08-08 10:59:00,False,False
562650,POST,POSTAGE,2,8/8/11 13:12,40.0,17404.0,Sweden,2011-08-08 13:12:00,False,False
562715,DOT,DOTCOM POSTAGE,1,8/8/11 15:34,204.85,,United Kingdom,2011-08-08 15:34:00,False,False
562717,DOT,DOTCOM POSTAGE,1,8/8/11 15:42,203.63,,United Kingdom,2011-08-08 15:42:00,False,False
562729,POST,POSTAGE,1,8/9/11 10:05,18.0,12569.0,Germany,2011-08-09 10:05:00,False,False
562787,M,Manual,1,8/9/11 13:44,208.34,15581.0,United Kingdom,2011-08-09 13:44:00,False,False
562805,POST,POSTAGE,1,8/9/11 14:51,3.59,,United Kingdom,2011-08-09 14:51:00,False,False
562843,DOT,DOTCOM POSTAGE,1,8/9/11 17:37,103.4,,United Kingdom,2011-08-09 17:37:00,False,False
562844,POST,POSTAGE,7,8/10/11 8:41,40.0,12444.0,Norway,2011-08-10 08:41:00,False,False
562853,POST,POSTAGE,1,8/10/11 10:15,18.0,13919.0,Denmark,2011-08-10 10:15:00,False,False
562882,POST,POSTAGE,2,8/10/11 11:23,40.0,12384.0,Switzerland,2011-08-10 11:23:00,False,False
562933,DCGSSGIRL,GIRLS PARTY BAG,5,8/10/11 16:51,3.29,,United Kingdom,2011-08-10 16:51:00,False,False
562933,gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,1,8/10/11 16:51,25.0,,United Kingdom,2011-08-10 16:51:00,False,False
562933,DOT,DOTCOM POSTAGE,1,8/10/11 16:51,150.17,,United Kingdom,2011-08-10 16:51:00,False,False
562934,DOT,DOTCOM POSTAGE,1,8/10/11 16:56,195.62,,United Kingdom,2011-08-10 16:56:00,False,False
562946,M,Manual,1,8/11/11 9:38,2500.0,15581.0,United Kingdom,2011-08-11 09:38:00,False,False
562955,DOT,DOTCOM POSTAGE,1,8/11/11 10:14,4505.17,,United Kingdom,2011-08-11 10:14:00,False,False
562960,C2,CARRIAGE,1,8/11/11 10:22,50.0,14911.0,EIRE,2011-08-11 10:22:00,False,False
563020,POST,POSTAGE,3,8/11/11 12:58,40.0,12428.0,Finland,2011-08-11 12:58:00,False,False
563025,POST,POSTAGE,1,8/11/11 14:00,1.69,,United Kingdom,2011-08-11 14:00:00,False,False
563037,POST,POSTAGE,3,8/11/11 15:02,15.0,12362.0,Belgium,2011-08-11 15:02:00,False,False
563093,DOT,DOTCOM POSTAGE,1,8/11/11 17:28,176.41,,United Kingdom,2011-08-11 17:28:00,False,False
563100,POST,POSTAGE,6,8/12/11 9:57,40.0,12381.0,Norway,2011-08-12 09:57:00,False,False
563137,M,Manual,1,8/12/11 11:22,1.65,14534.0,United Kingdom,2011-08-12 11:22:00,False,False
563172,POST,POSTAGE,1,8/12/11 13:15,15.0,12399.0,Belgium,2011-08-12 13:15:00,False,False
A563185,B,Adjust bad debt,1,8/12/11 14:50,11062.06,,United Kingdom,2011-08-12 14:50:00,False,False
A563186,B,Adjust bad debt,1,8/12/11 14:51,-11062.06,,United Kingdom,2011-08-12 14:51:00,False,False
A563187,B,Adjust bad debt,1,8/12/11 14:52,-11062.06,,United Kingdom,2011-08-12 14:52:00,False,False
563189,POST,POSTAGE,2,8/12/11 15:22,18.0,12682.0,France,2011-08-12 15:22:00,False,False
563193,DOT,DOTCOM POSTAGE,1,8/12/11 16:30,199.89,,United Kingdom,2011-08-12 16:30:00,False,False
563195,DOT,DOTCOM POSTAGE,1,8/12/11 16:36,222.49,,United Kingdom,2011-08-12 16:36:00,False,False
563288,POST,POSTAGE,4,8/15/11 12:53,18.0,12656.0,France,2011-08-15 12:53:00,False,False
563345,POST,POSTAGE,2,8/15/11 13:22,18.0,12619.0,Germany,2011-08-15 13:22:00,False,False
563355,C2,CARRIAGE,1,8/15/11 14:39,50.0,14156.0,EIRE,2011-08-15 14:39:00,False,False
563373,POST,POSTAGE,2,8/16/11 10:02,18.0,12569.0,Germany,2011-08-16 10:02:00,False,False
